prim_db	prim_id	prim_alt	sec_db	sec_id	sec_alt	trim_left	trim_right	red_db	red_id	red_alt	E-value	gap	orient	count	total	adj_p-value	p-value
dpinteract	hns	.	prodoric	MX000011	RhlR	0	0	.	.	.	1.88e-01	17	3	4	30	3.45e-08	3.10e-07
dpinteract	hns	.	prodoric	MX000011	RhlR	0	0	.	.	.	1.88e-01	17	5	4	30	5.30e-07	4.77e-06
dpinteract	hns	.	prodoric	MX000011	RhlR	0	0	.	.	.	1.88e-01	17	7	4	30	5.30e-07	4.77e-06
dpinteract	hns	.	prodoric	MX000058	PucR	0	0	.	.	.	2.45e-01	25	1	5	80	4.34e-08	3.90e-07
dpinteract	hns	.	prodoric	MX000058	PucR	0	0	.	.	.	2.45e-01	25	4	5	80	1.24e-06	1.12e-05
dpinteract	hns	.	prodoric	MX000058	PucR	0	0	.	.	.	2.45e-01	25	6	5	80	1.24e-06	1.12e-05
dpinteract	hns	.	prodoric	MX000091	ArcA	0	0	.	.	.	4.39e-01	6	2	4	38	7.72e-08	6.95e-07
dpinteract	hns	.	prodoric	MX000091	ArcA	0	0	.	.	.	4.39e-01	6	6	4	38	1.18e-06	1.06e-05
dpinteract	hns	.	prodoric	MX000091	ArcA	0	0	.	.	.	4.39e-01	6	7	4	38	1.18e-06	1.06e-05
dpinteract	hns	.	prodoric	MX000083	SigX	0	0	.	.	.	4.82e-01	58	5	4	20	8.61e-08	7.75e-07
dpinteract	hns	.	prodoric	MX000083	SigX	0	0	.	.	.	4.82e-01	58	8	4	20	1.32e-06	1.18e-05
dpinteract	hns	.	meme.xml	3	MEME	0	0	.	.	.	1.30e+00	23	2	3	13	2.63e-07	2.37e-06
dpinteract	hns	.	meme.xml	3	MEME	0	0	.	.	.	1.30e+00	23	6	3	13	2.07e-06	1.86e-05
dpinteract	hns	.	meme.xml	3	MEME	0	0	.	.	.	1.30e+00	23	7	3	13	2.07e-06	1.86e-05
dpinteract	hns	.	prodoric	MX000029	Fis	0	0	.	.	.	2.20e+00	12	0	4	55	4.01e-07	3.61e-06
dpinteract	hns	.	prodoric	MX000096	Lrp	6	0	.	.	.	5.01e+00	7	6	5	76	8.73e-07	7.85e-06
dpinteract	hns	.	prodoric	MX000096	Lrp	6	0	.	.	.	5.01e+00	7	2	4	76	1.20e-06	1.08e-05
dpinteract	hns	.	collectf	EXPREG_00001610	PsrA_P.aeruginosa	0	0	.	.	.	6.09e+00	50	2	2	3	1.11e-06	9.98e-06
dpinteract	hns	.	collectf	EXPREG_00001610	PsrA_P.aeruginosa	0	0	.	.	.	6.09e+00	50	6	2	3	4.43e-06	3.99e-05
dpinteract	hns	.	collectf	EXPREG_00001610	PsrA_P.aeruginosa	0	0	.	.	.	6.09e+00	50	7	2	3	4.43e-06	3.99e-05
##
# Detailed descriptions of columns in this file:
#
# prim_db:	The name of the database (file name) that contains the primary motif.
# prim_id:	A name for the primary motif that is unique in the motif database file.
# prim_alt:	An alternate name of the primary motif that may be provided
#		in the motif database file.
# sec_db:	The name of the database (file name) that contains the secondary motif.
# sec_id:	A name for the motif that is unique in the motif database file.
# sec_alt:	An alternate name of the secondary motif that may be provided
#		in the motif database file.
# trim_left:	Number of positions trimmed from left of secondary motif
# trim_right:	Number of positions trimmed from right of secondary motif
# If the next three fields are not blank, the motif is redundant with a more significant ('parent') motif.
# red_db:	The database (file name) that contains the parent motif.
# red_id:	A name for the parent motif that is unique in the motif database file.
# red_alt:	An alternate name of the parent motif that may be provided
#		in the motif database file.
# E-value:	The expected number motifs that would have least one
#		spacing as enriched as the best spacing for this secondary.
#		The E-value is the best spacing p-value multiplied by the number of motifs in the
#		input database(s).
# gap:		The distance between the edge of the primary and the (trimmed) secondary motif.
# orient:	The (combination) of quadrants for which occurrences
#		of this spacing are combined.
# count:	The number of occurrences of the secondary motif with the
#		given spacing and orientation to the primary motif.
# total:	The total number of occurrences of the secondary motif within the
#		margins around the best primary motif occurrence.
# adj_p-value:	The p-value of the gap and orientation, adjusted for
#		nine combinations of quadrants times the number of gaps tested
#		(as controlled by the -range switch).
# p-value:	The p-value of the gap and orientation adjusted only for the number of gaps tested.
