prim_db	prim_id	prim_alt	sec_db	sec_id	sec_alt	trim_left	trim_right	red_db	red_id	red_alt	E-value	gap	orient	count	total	adj_p-value	p-value
prodoric	MX000066	SigE	prodoric	MX000181	Crp	0	0	.	.	.	1.68e-02	12	3	3	4	3.23e-09	2.91e-08
prodoric	MX000066	SigE	prodoric	MX000181	Crp	0	0	.	.	.	1.68e-02	12	5	3	4	2.58e-08	2.32e-07
prodoric	MX000066	SigE	prodoric	MX000181	Crp	0	0	.	.	.	1.68e-02	12	7	3	4	2.58e-08	2.32e-07
prodoric	MX000066	SigE	prodoric	MX000181	Crp	0	0	.	.	.	1.68e-02	12	8	3	4	2.06e-07	1.85e-06
prodoric	MX000066	SigE	dpinteract	farR	.	0	0	.	.	.	2.93e-01	23	3	3	9	5.16e-08	4.64e-07
prodoric	MX000066	SigE	dpinteract	farR	.	0	0	.	.	.	2.93e-01	23	5	3	9	4.10e-07	3.69e-06
prodoric	MX000066	SigE	dpinteract	farR	.	0	0	.	.	.	2.93e-01	23	7	3	9	4.10e-07	3.69e-06
prodoric	MX000066	SigE	dpinteract	farR	.	0	0	.	.	.	2.93e-01	23	8	3	9	3.22e-06	2.90e-05
prodoric	MX000066	SigE	prodoric	MX000117	CspA	0	0	.	.	.	4.17e-01	21	6	4	20	7.09e-08	6.38e-07
prodoric	MX000066	SigE	prodoric	MX000117	CspA	0	0	.	.	.	4.17e-01	21	2	3	20	6.22e-07	5.60e-06
prodoric	MX000066	SigE	prodoric	MX000117	CspA	0	0	.	.	.	4.17e-01	21	8	4	20	1.09e-06	9.77e-06
prodoric	MX000066	SigE	collectf	EXPREG_000009e0	RpoN_S.enterica	0	1	.	.	.	3.11e+00	7	3	3	18	5.77e-07	5.19e-06
prodoric	MX000066	SigE	collectf	EXPREG_000009e0	RpoN_S.enterica	0	1	.	.	.	3.11e+00	7	5	3	18	4.52e-06	4.06e-05
prodoric	MX000066	SigE	collectf	EXPREG_000009e0	RpoN_S.enterica	0	1	.	.	.	3.11e+00	7	7	3	18	4.52e-06	4.06e-05
prodoric	MX000066	SigE	dpinteract	crp	.	0	0	.	.	.	3.97e+00	11	2	3	19	7.66e-07	6.89e-06
prodoric	MX000066	SigE	collectf	EXPREG_00000760	NtcA_N.sp.	0	0	.	.	.	4.14e+00	15	3	3	20	7.52e-07	6.77e-06
prodoric	MX000066	SigE	collectf	EXPREG_00001610	PsrA_P.aeruginosa	0	0	.	.	.	6.09e+00	34	1	2	3	1.11e-06	9.98e-06
prodoric	MX000066	SigE	collectf	EXPREG_00001610	PsrA_P.aeruginosa	0	0	.	.	.	6.09e+00	34	4	2	3	4.43e-06	3.99e-05
prodoric	MX000066	SigE	collectf	EXPREG_00001610	PsrA_P.aeruginosa	0	0	.	.	.	6.09e+00	34	6	2	3	4.43e-06	3.99e-05
prodoric	MX000066	SigE	prodoric	MX000202	CovR	0	0	.	.	.	6.75e+00	25	8	5	42	1.15e-06	1.04e-05
prodoric	MX000066	SigE	prodoric	MX000202	CovR	0	0	.	.	.	6.75e+00	25	6	4	42	1.54e-06	1.39e-05
prodoric	MX000066	SigE	prodoric	MX000011	RhlR	0	0	.	.	.	7.50e+00	1	0	3	24	1.39e-06	1.25e-05
##
# Detailed descriptions of columns in this file:
#
# prim_db:	The name of the database (file name) that contains the primary motif.
# prim_id:	A name for the primary motif that is unique in the motif database file.
# prim_alt:	An alternate name of the primary motif that may be provided
#		in the motif database file.
# sec_db:	The name of the database (file name) that contains the secondary motif.
# sec_id:	A name for the motif that is unique in the motif database file.
# sec_alt:	An alternate name of the secondary motif that may be provided
#		in the motif database file.
# trim_left:	Number of positions trimmed from left of secondary motif
# trim_right:	Number of positions trimmed from right of secondary motif
# If the next three fields are not blank, the motif is redundant with a more significant ('parent') motif.
# red_db:	The database (file name) that contains the parent motif.
# red_id:	A name for the parent motif that is unique in the motif database file.
# red_alt:	An alternate name of the parent motif that may be provided
#		in the motif database file.
# E-value:	The expected number motifs that would have least one
#		spacing as enriched as the best spacing for this secondary.
#		The E-value is the best spacing p-value multiplied by the number of motifs in the
#		input database(s).
# gap:		The distance between the edge of the primary and the (trimmed) secondary motif.
# orient:	The (combination) of quadrants for which occurrences
#		of this spacing are combined.
# count:	The number of occurrences of the secondary motif with the
#		given spacing and orientation to the primary motif.
# total:	The total number of occurrences of the secondary motif within the
#		margins around the best primary motif occurrence.
# adj_p-value:	The p-value of the gap and orientation, adjusted for
#		nine combinations of quadrants times the number of gaps tested
#		(as controlled by the -range switch).
# p-value:	The p-value of the gap and orientation adjusted only for the number of gaps tested.
