prim_db	prim_id	prim_alt	sec_db	sec_id	sec_alt	trim_left	trim_right	red_db	red_id	red_alt	E-value	gap	orient	count	total	adj_p-value	p-value
prodoric	MX000096	Lrp	prodoric	MX000181	Crp	0	0	.	.	.	4.20e-02	13	0	3	5	8.06e-09	7.26e-08
prodoric	MX000096	Lrp	prodoric	MX000181	Crp	0	0	.	.	.	4.20e-02	13	4	3	5	6.43e-08	5.79e-07
prodoric	MX000096	Lrp	prodoric	MX000181	Crp	0	0	.	.	.	4.20e-02	13	5	3	5	6.43e-08	5.79e-07
prodoric	MX000096	Lrp	prodoric	MX000181	Crp	0	0	.	.	.	4.20e-02	13	8	3	5	5.12e-07	4.60e-06
prodoric	MX000096	Lrp	dpinteract	farR	.	0	0	dpinteract	MX000181	Crp	1.96e-01	24	0	3	8	3.45e-08	3.10e-07
prodoric	MX000096	Lrp	dpinteract	farR	.	0	0	dpinteract	MX000181	Crp	1.96e-01	24	4	3	8	2.74e-07	2.46e-06
prodoric	MX000096	Lrp	dpinteract	farR	.	0	0	dpinteract	MX000181	Crp	1.96e-01	24	5	3	8	2.74e-07	2.46e-06
prodoric	MX000096	Lrp	dpinteract	farR	.	0	0	dpinteract	MX000181	Crp	1.96e-01	24	8	3	8	2.16e-06	1.95e-05
prodoric	MX000096	Lrp	dpinteract	hns	.	2	0	dpinteract	MX000181	Crp	2.77e+00	7	5	5	67	4.84e-07	4.36e-06
prodoric	MX000096	Lrp	dpinteract	hns	.	2	0	dpinteract	MX000181	Crp	2.77e+00	7	0	4	67	7.49e-07	6.74e-06
prodoric	MX000096	Lrp	collectf	EXPREG_000009e0	RpoN_S.enterica	0	1	collectf	MX000181	Crp	3.11e+00	8	0	3	18	5.77e-07	5.19e-06
prodoric	MX000096	Lrp	collectf	EXPREG_000009e0	RpoN_S.enterica	0	1	collectf	MX000181	Crp	3.11e+00	8	4	3	18	4.52e-06	4.06e-05
prodoric	MX000096	Lrp	collectf	EXPREG_000009e0	RpoN_S.enterica	0	1	collectf	MX000181	Crp	3.11e+00	8	5	3	18	4.52e-06	4.06e-05
prodoric	MX000096	Lrp	prodoric	MX000117	CspA	0	0	prodoric	MX000181	Crp	4.25e+00	22	1	3	21	7.25e-07	6.52e-06
prodoric	MX000096	Lrp	dpinteract	crp	.	0	0	dpinteract	MX000181	Crp	4.66e+00	12	1	3	20	8.99e-07	8.10e-06
prodoric	MX000096	Lrp	collectf	EXPREG_00000760	NtcA_N.sp.	0	0	collectf	MX000181	Crp	8.26e+00	16	0	3	25	1.51e-06	1.36e-05
prodoric	MX000096	Lrp	dpinteract	metR	.	0	1	.	.	.	2.05e+00	0	0	3	16	3.71e-07	3.34e-06
prodoric	MX000096	Lrp	dpinteract	metR	.	0	1	.	.	.	2.05e+00	0	4	3	16	2.92e-06	2.63e-05
prodoric	MX000096	Lrp	dpinteract	metR	.	0	1	.	.	.	2.05e+00	0	5	3	16	2.92e-06	2.63e-05
prodoric	MX000096	Lrp	prodoric	MX000011	RhlR	0	0	.	.	.	2.11e+00	2	3	3	16	3.88e-07	3.49e-06
prodoric	MX000096	Lrp	prodoric	MX000011	RhlR	0	0	.	.	.	2.11e+00	2	5	3	16	3.05e-06	2.74e-05
prodoric	MX000096	Lrp	prodoric	MX000011	RhlR	0	0	.	.	.	2.11e+00	2	7	3	16	3.05e-06	2.74e-05
prodoric	MX000096	Lrp	collectf	EXPREG_00001610	PsrA_P.aeruginosa	0	0	.	.	.	6.09e+00	35	2	2	3	1.11e-06	9.98e-06
prodoric	MX000096	Lrp	collectf	EXPREG_00001610	PsrA_P.aeruginosa	0	0	.	.	.	6.09e+00	35	6	2	3	4.43e-06	3.99e-05
prodoric	MX000096	Lrp	collectf	EXPREG_00001610	PsrA_P.aeruginosa	0	0	.	.	.	6.09e+00	35	7	2	3	4.43e-06	3.99e-05
prodoric	MX000096	Lrp	prodoric	MX000186	AlgZ	0	0	.	.	.	6.39e+00	28	1	3	23	1.16e-06	1.05e-05
prodoric	MX000096	Lrp	collectf	EXPREG_000006f0	IHF_P.putida	3	1	.	.	.	7.39e+00	32	4	3	12	1.45e-06	1.31e-05
##
# Detailed descriptions of columns in this file:
#
# prim_db:	The name of the database (file name) that contains the primary motif.
# prim_id:	A name for the primary motif that is unique in the motif database file.
# prim_alt:	An alternate name of the primary motif that may be provided
#		in the motif database file.
# sec_db:	The name of the database (file name) that contains the secondary motif.
# sec_id:	A name for the motif that is unique in the motif database file.
# sec_alt:	An alternate name of the secondary motif that may be provided
#		in the motif database file.
# trim_left:	Number of positions trimmed from left of secondary motif
# trim_right:	Number of positions trimmed from right of secondary motif
# If the next three fields are not blank, the motif is redundant with a more significant ('parent') motif.
# red_db:	The database (file name) that contains the parent motif.
# red_id:	A name for the parent motif that is unique in the motif database file.
# red_alt:	An alternate name of the parent motif that may be provided
#		in the motif database file.
# E-value:	The expected number motifs that would have least one
#		spacing as enriched as the best spacing for this secondary.
#		The E-value is the best spacing p-value multiplied by the number of motifs in the
#		input database(s).
# gap:		The distance between the edge of the primary and the (trimmed) secondary motif.
# orient:	The (combination) of quadrants for which occurrences
#		of this spacing are combined.
# count:	The number of occurrences of the secondary motif with the
#		given spacing and orientation to the primary motif.
# total:	The total number of occurrences of the secondary motif within the
#		margins around the best primary motif occurrence.
# adj_p-value:	The p-value of the gap and orientation, adjusted for
#		nine combinations of quadrants times the number of gaps tested
#		(as controlled by the -range switch).
# p-value:	The p-value of the gap and orientation adjusted only for the number of gaps tested.
